CompanyName,Website,Linkedin,Description,Industry,DurationInRole,Status,Notes,Search account,Website,EmplyeeCount,Fullname,schoolname,schoolname2,schoolname3,CompanyName,CompanyName2,CompanyName3,Owner,Created
Remoters,https://www.remoters.io,https://www.linkedin.com/in/ACwAADxLIkYBu79STa-9hNm6-50qc3Do7AGZ3uI/,"Trouver un logement à l’étranger peut vite devenir un vrai défi, surtout à distance. Avec Remoters, vous bénéficiez d’un réseau d’expatriés français, experts de leur ville et spécialistes de l’immobilier, qui vous accompagnent pas à pas pour trouver le logement idéal, en toute sérénité.

Et si vous habitez déjà à l’étranger, pourquoi ne pas mettre votre expérience au service d’autres Français ? En devenant Ambassadeur Remoters, vous aidez de nouveaux arrivants à s’installer et à se sentir chez eux dans votre ville.
Faites une demande pour nous rejoindre:
https://www.remoters.io/inscrivez-vous",Gabriel Gomez,Real Estate,,31,,,,,,,,,,2025-10-22,,
ESPACES FERROVIAIRES,https://espacesferroviaires.sncf.com/,https://www.linkedin.com/in/ACwAABQhCtcB6REwVQ4k42MhCrsEapsEOSLWDkQ/,"Au sein de SNCF Immobilier, Espaces Ferroviaires est maître d’ouvrage aménageur et promoteur immobilier du Groupe SNCF. L'entreprise redonne vie aux sites ferroviaires qui n’ont plus d’utilité d’exploitation, partout en France. Ses équipes valorisent ces fonciers exceptionnels, afin de créer la ville de demain en partenariat avec les collectivités locales, les promoteurs, les bailleurs sociaux, les investisseurs et les utilisateurs.",Eléonore OHANNESSIAN,Real Estate,,72,,,,,,,,,,2025-10-22,,
Horrea IM,,https://www.linkedin.com/in/ACwAAAYknKsB6DivHRCSI9gJb5r0dufUtOG8k2o/,,Remy Vertupier,Real Estate,,,,,,,,,,,,2025-10-22,,
Fancy Properties,,https://www.linkedin.com/in/ACwAAF8DBRQBXaEXf8tnYATlg42q53ihbVJ-cos/,,Paul Masviel,Real Estate,,,,,,,,,,,,2025-10-22,,
O2 Finance SAS,,https://www.linkedin.com/in/ACwAAEgtop4BWXVGEoYpKU3d27oOskIUzlQQ5cA/,,Arthur Teman,Real Estate,,,,,,,,,,,,2025-10-22,,
La Doudoune micro-crèche,none.ladoudounemicro-crèche,https://www.linkedin.com/in/ACwAACCrkYUBgwoVQyvHY0L0yaFLd3XQbpyPbEc/,Réseau de micro-crèche en semi plein-air basé autour de Lille.,Barthélemy Verkindere,Individual and Family Services,,3,,,,,,,,,,2025-10-22,,
Tantor,none.tantor,https://www.linkedin.com/in/ACwAAAPkLfoBmyQPaoYtDoTvSWD-OS1hkfjfaSs/,"Chez Tantor, nous voulons réinventer le secteur du maintien à domicile des personnes âgées.
Pour cela nous associons innovation technologique et sélection des meilleurs professionnels du secteur! 
Les bons outils technologiques facilitent la gestion, la communication des équipes et la bonne prise en charge de nos aînés. Notre modèle permet de mieux valoriser les métiers du terrain trop souvent dans l’ombre.
Avec Tantor, ajoutons de la vie aux années.",Carole Fouquet,Individual and Family Services,,10,,,,,,,,,,2025-10-22,,
Aspha Services,none.asphaservices,https://www.linkedin.com/in/ACwAACmKoKkBsRU2JzbzuTOtO1ltNbUhQ_aITOg/,"Aspha Services – Aide à domicile et accompagnement humain depuis 2006

Basée dans le Nord, Aspha Services accompagne chaque jour les personnes âgées, en perte d’autonomie ou en situation de handicap pour leur permettre de rester sereinement à domicile.

Entreprise familiale à taille humaine, nous plaçons la bienveillance, l’écoute et la qualité de service au cœur de nos interventions.

Nos prestations :
👵 Aide à la personne (toilette, repas, accompagnement)
🏠 Entretien du logement, repassage
🌿 Jardinage et petits travaux
👶 Garde d’enfants de plus de 3 ans 

Avec nos agences de Douai et Croix, nous nous engageons à offrir un service de proximité, humain et personnalisé.
Parce qu’aider, c’est avant tout écouter, comprendre et accompagner avec cœur.",Vanessa Copin,Individual and Family Services,,2,,,,,,,,,,2025-10-22,,
Hadis Shabeb,https://linktr.ee/HadisShbb?utm_source=linktree_profile_share&ltsid=9f8de542-a171-4ea1-9389-a00a4ef20b0c,https://www.linkedin.com/in/ACwAAESz0jMBjCSBU_XcpQ5ed8zKzfT8_sTQM6g/,"Hadis Shabeb is a youth-led social media initiative dedicated to informing and empowering the Lebanese generation of tomorrow. Through engaging, accessible, and thought-provoking content, we explore the intersection of politics, business, culture, and pop trends — breaking down complex topics and sparking meaningful dialogue among Lebanon’s youth.

Our goal is to create a space where young people can stay informed, develop critical perspectives, and connect with the world around them — from government policies to entrepreneurial stories, cultural movements, and celebrity happenings.

We believe in the power of informed youth to shape the future.
Welcome to the conversation. Welcome to Hadis Shabeb",Rami SOLH,"Technology, Information and Media",,,,,,,,,,,,2025-10-22,,
Xclusiv.art,https://www.xclusiv.art/,https://www.linkedin.com/in/ACwAAAAPib8BPQlQtbKpxy1HnCMHteZYTZyNCvY/,"Xclusiv.art is redefining how art galleries sell and connect in the digital age.

Today, less than 1% of artworks sold online exceed €2,000, not because collectors aren’t ready, but because the experience lacks what makes a gallery unique: curated scenography, emotional connection, and human interaction.

🎨 At Xclusiv.art, we empower galleries with:
- Immersive, photorealistic 3D spaces accessible via desktop, mobile, tablet and VR,
- Smart digital art advisors powered by AI, trained on the gallery’s own artists and collections,
- Tailored scenography and storytelling that elevate online exhibitions,
- Tools to host digital preview events, either autonomously or guided,
- End-to-end onboarding from artwork digitization to AI integration.

Our platform is built on the ICON project, winner of the France 2030 “Immersive Culture & Metaverse” initiative, developed to create digital twins of France’s most iconic museums.

🌍 And because sustainability matters, our immersive galleries are up to 120x less CO₂-intensive than traditional in-person vernissages.

Whether you’re a gallery seeking to grow online sales or a collector looking for a high-touch experience, Xclusiv.art bridges the physical and digital with elegance and emotion.

👉 Let’s shape the future of art together.

🌐 Learn more or request a demo at https://cal.com/teemew/xclusiv.art-demo

#ArtTech #ImmersiveExperience #AI #Innovation #LuxuryTech #GreenTech #France2030 #VirtualGalleries #Gallerists #DigitalTransformation


",Franck Guillerot,"Technology, Information and Media",,3,,,,,,,,,,2025-10-22,,
Lumaverse Kids,lumaverse.net,https://www.linkedin.com/in/ACwAAAnf5nwBqLEOLiuI_atfIUlxxqTi5rDQv3w/,,Ece Ç.,"Technology, Information and Media",,0,,,,,,,,,,2025-10-22,,
Conversy AI,www.conversyai.com,https://www.linkedin.com/in/ACwAACq09WUBLKW07YfYkVBALpyWhftcsafQ3tI/,"ConversyAI is a SaaS platform that helps businesses harness the power of AI by providing personalized, agentic business assistant chatbots.

Every business registered with ConversyAI gets a unique, branded AI chatbot with a personalized URL that can be integrated across websites, apps, social media and other customer touchpoints.

With ConversyAI, companies can:
Launch a fully functional AI chatbot in under 5 minutes completely code free and prompt free.
Automate customer engagement with smart, 24/7 AI chatbots
Personalize interactions for each business
Scale support, sales, and operations without increasing costs
Build trust and deliver faster responses to users

Our mission is simple: make AI accessible, powerful, and personal for every business.",Jermiah Jerome,"Technology, Information and Media",,1,,,,,,,,,,2025-10-22,,
G LNK (YC W25),https://glnkco.com/,https://www.linkedin.com/in/ACwAADYtUtYBELz_oNcGW5xe_7iGDDx9zjE1f_U/,"G LNK | Simplifying Collaboration for Healthcare Organizations & Professionals with ML and Vector-based models.

At G LNK, we leverage proprietary matchmaking & recommendation systems to help medical professionals expand beyond their current network, discover tailored opportunities, and seamlessly engage with medical organizations.",Alexander Gregoriades,"Technology, Information and Media",,14,,,,,,,,,,2025-10-22,,
ΤΞCHΛΙ,,https://www.linkedin.com/in/ACwAAEcqpIgBSCrsB1mpgBQRS6546c4QlVK_yLo/,,Theeban Sriwelavan,"Technology, Information and Media",,,,,,,,,,,,2025-10-22,,
THOLEX,none.tholex,https://www.linkedin.com/in/ACwAACfwT8UBWQ6BUsDalAWL6k1t_ArPly0iPF0/,,Thomas Marcelin,Investment Management,,1,,,,,,,,,,2025-10-19,,
Hirsch Capital,,https://www.linkedin.com/in/ACwAAEA39M8BhKhP7znCBa2KDXhaU7jq96IgK6o/,,Nam Luu,Investment Management,,,,,,,,,,,,2025-10-22,,
Déclic Invest,none.déclicinvest,https://www.linkedin.com/in/ACwAAB-HLT0B4a0frhoyn05mY8SeSVzn3xPyLDc/,,Matthieu Dalvy 🤖,Investment Management,,0,,,,,,,,,,2025-10-22,,
UltraLocal,www.ultralocal.be,https://www.linkedin.com/in/ACwAAALULzcBhgDdrzLyYl7SSM-ulhYnIWjsIT8/,,Sebastien d'Ursel,Food and Beverage Services,,2,,,,,,,,,,2025-10-22,,
ANOMA,none.anoma,https://www.linkedin.com/in/ACwAADkCiRYBW_NC16nLbf4EHJs6UJhXm6Q_RiY/,"ANOMA est une startup fondée par des étudiantes du Master X-HEC Entrepreneurs, qui réinvente la manière de vivre un repas.
Nous organisons des dîners immersifs dans des lieux insolites, où art et cuisine se rencontrent autour de la table.
Chaque événement réunit chefs, artistes et convives pour un moment suspendu, mêlant plaisir culinaire, performance artistique et convivialité.

Notre mission : faire du repas une expérience sensorielle et humaine, un espace de partage, d’émotion et de découverte, loin des formats traditionnels.",Anaïs Roger,Food and Beverage Services,,0,,,,,,,,,,2025-10-22,,
Assas Business Law,https://linktr.ee/assasbusinesslaw?utm_source=linktree_profile_share&ltsid=a1624ca6-ba14-47f0-a220-40a6e7931ba1,https://www.linkedin.com/in/ACwAAFCU3ekB8vwUFx_gcmRYVUvXUno92A_gkOw/,"Assas Business Law is a student association based at Université Paris-Panthéon-Assas, composed of 20 law students committed to promoting legal excellence and professional development in international business law.

We produce a structured legal newsletter featuring case law analysis, updates on new legislation, legal commentary, law firm transactions, and internship opportunities. We also organize interviews, conferences, and roundtables with practicing lawyers to support student engagement with the realities of legal practice.",Clément Prol,Legal Services,,2,,,,,,,,,,2025-10-22,,
The Green Clause,none.thegreenclause,https://www.linkedin.com/in/ACwAABhdmr4B8vf0p7TedJU4uYLFSj6bbZYQvus/,"The Green Clause explores the intersection between law, sustainability and competitiveness in the European regulatory landscape.

Written by a lawyer passionate about ESG, food law, and environmental compliance, this space analyses EU initiatives with a critical yet constructive eye — from green claims and corporate sustainability to consumer protection and chemical regulation.

Because every “green clause” deserves to be read between the lines.
",Matteo Squeo,Legal Services,,0,,,,,,,,,,2025-10-22,,
Milestone Avocats,https://milestone-avocats.com/,https://www.linkedin.com/in/ACwAAAsxnrIBjydTyDEtj9M_mBmetPoW7IqjEcc/,"DJS Avocats évolue et devient Milestone Avocats, un cabinet pluridisciplinaire conçu pour accompagner dirigeants, entrepreneurs et investisseurs dans leurs projets stratégiques les plus complexes. 

Porté par Camille Billard et David Smadja, Milestone se positionne comme un acteur clé du conseil juridique haut de gamme, combinant expertise pointue et solutions innovantes.

Notre approche repose sur quatre piliers fondamentaux : structurer, développer, valoriser et défendre. Nous intervenons auprès de scale-ups, PME et ETI, en soutenant leur croissance dans des secteurs stratégiques tels que la tech, l’énergie, la santé, le retail, la restauration ou encore la mobilité.

Avec une expertise reconnue en négociations complexes, restructurations stratégiques, financements et mises en conformité, Milestone offre des solutions sur mesure adaptées aux besoins des entreprises les plus exigeantes.

Pour en savoir plus sur notre expertise ou échanger sur vos projets, n’hésitez pas à nous contacter ➡️ contact@milestone-avocats.com",Mikaella AMAR,Legal Services,,13,,,,,,,,,,2025-10-22,,
Pioneers,https://thepioneer.vc/,https://www.linkedin.com/in/ACwAABilk0YBZsj1tF52if5N3VDNPfxbO4b5OhM/,"Pioneers is a venture builder helping ambitious european talent find their cofounder and launch tech companies from scratch.

Interested? Apply at: www.thepioneer.vc/apply",Maxime Arnulf,Venture Capital and Private Equity Principals,,11,,,,,,,,,,2025-10-22,,
YOUNIKOAN,none.younikoan,https://www.linkedin.com/in/ACwAAARGYSgBOjVRfDmVvhO9oxiW5Ufc3GGsRaI/,,julien daumont,Venture Capital and Private Equity Principals,,1,,,,,,,,,,2025-10-22,,
WAD Capital,https://wadcap.com,https://www.linkedin.com/in/ACwAAAAc5ycBzI6Mb5z26czaQ6emL9DH6P4gqT4/,"At WAD Capital, our commitment is unwavering in the quest to empower a new generation of entrepreneurs to navigate the European SME landscape with confidence and innovation. Our mission is to revolutionize the sector by addressing the succession challenges that many established companies face.

Our approach is distinct. We are not just investors; we are pioneers in entrepreneurship through acquisition. Annually, we select an elite group of aspiring CEOs and provide them with substantial resources. With a dedicated fund, we enable these leaders to acquire and enhance SMEs, driving growth and ensuring a sustainable future for businesses across Europe.

WAD Capital stands as a beacon for transformation in the European market. We provide the tools, resources, and support necessary to intertwine entrepreneurial dynamism with the stability of seasoned businesses. This creates a unique and sustainable pathway for success, transcending the mere transaction of business acquisition to truly shape the economies of tomorrow.

Join WAD Capital as we redefine the European business landscape, nurturing leaders poised to make a lasting impact. With us, acquiring a business is just the beginning—you are building a legacy that will stand the test of time.",Etienne Van den Bogaert,Venture Capital and Private Equity Principals,,20,,,,,,,,,,2025-10-22,,
Butler Industries,http://www.butlerindustries.com,https://www.linkedin.com/in/ACwAAC3qwjIBm-qETY0soc6Dn5862dFexDYqmZo/,"Founded in 1991, Butler Industries is a global industrial investor with offices in Paris, Shanghai, London and Singapore. 
We are present during all phases of a company’s life – from its birth, to rebirth, through redeployment and international build-ups.
Butler Industries is the parent company of Butler Capital Partners and Butler Investment Managers.",Théo Chartier,Venture Capital and Private Equity Principals,,31,,,,,,,,,,2025-10-22,,
Madje Group,www.madjegroup.com,https://www.linkedin.com/in/ACwAAAUHHn8BPh7DMrMwigl3Hb4OalsK_H2E6sQ/,"Madje Group acquires and operates enduringly profitable small and medium-sized enterprises with attractive tailwinds and a strong management team.
  
We focus on free cash flow generation, people empowerment, and strategic growth. ",Guy Kamguia,Venture Capital and Private Equity Principals,,2,,,,,,,,,,2025-10-22,,
Altera Transmission,none.alteratransmission,https://www.linkedin.com/in/ACwAAAzzB-YBR_N38fZAbW4_4zN5gu2Jl1zSobE/,"Fondé par Ghislaine Alami, Altera Transmission est un véhicule d’investissement entrepreneurial dédié à la reprise et au développement durable d’une PME française à fort potentiel.
🎓 Diplômée d’HEC, 43 ans, plus de 20 ans d’expérience en private equity et en direction de PME.
💡 Double parcours finance & entrepreneuriat = vision à 360° des transmissions réussies.
🔧 Expérience concrète dans la transformation d’entreprises, alliant stratégie et exécution terrain.

Porté par 15 entrepreneurs-investisseurs, Altera Transmission s’adresse aux dirigeant(e)s souhaitant transmettre leur entreprise à un repreneur de confiance, capable de préserver leur héritage, prendre soin des équipes et faire croître l’entreprise dans le respect de son identité.

Ghislaine Alami — Founder of Altera Transmission, a French entrepreneurial investment vehicle with one clear mission: acquire and sustainably grow a single high-potential SME.
🎓 HEC Paris graduate, 43, with 20+ years in private equity and SME leadership.
💡 Unique dual background in finance & entrepreneurship = 360° vision of successful business transitions.
🔧 Proven track record in driving transformation, combining strategic vision with hands-on execution.

Altera Transmission stands for continuity, human commitment, and long-term stewardship. Backed by 15 seasoned investor-entrepreneurs, we partner with owners seeking to pass on their life’s work to a trusted successor — someone who will preserve their legacy, care for their people, and grow the company with respect for its culture and DNA.",Ghislaine El Alami,Venture Capital and Private Equity Principals,,3,,,,,,,,,,2025-10-22,,
ILYOS Capital,none.ilyoscapital,https://www.linkedin.com/in/ACwAABbVg68BWHroeewxASC2R-uhQJMLC4SP2S4/,,Sophia Sun,Venture Capital and Private Equity Principals,,0,,,,,,,,,,2025-10-22,,
Prediction.live,none.prediction.live,https://www.linkedin.com/in/ACwAAD28kSIBBx-r5cuW3NdIkxqwhyjni-v2AyQ/,"Don’t watch e-sport, predict it.",Tom G.,Social Networking Platforms,,2,,,,,,,,,,2025-10-16,,
Cherrizbox,cherrizbox.com,https://www.linkedin.com/in/ACwAADiOVRQBRPD_bOGB76FHlJUMdtuFBJki7jo/,"Cherrizbox is a next-gen platform designed for exclusive content, real engagement and direct connections between creators and their supporters. More than just monetization, we bring creators and fans closer through private messaging and personalized interactions.

For Creators: Earn effortlessly and own your audience.
For Users: Enjoy exclusive, premium content and direct access to your favorite creators.

Cherrizbox isn’t just a platform, it’s a community where exclusivity meets connection. 🚀 
#Cherrizbox #Creators #Engagement #Monetization",Yann Salvignol,Social Networking Platforms,,4,,,,,,,,,,2025-10-22,,
Intertech Talents.,none.intertechtalents.,https://www.linkedin.com/in/ACwAADMQTAoB-I9NVuEtq4BdGT7burSjwDHWdik/,The first event for raising tech talents.,Fella BENABBAS,Social Networking Platforms,,2,,,,,,,,,,2025-10-22,,
Patroba Family Bakers,http://www.patroba.be,https://www.linkedin.com/in/ACwAAADM5LQB2uln_Aks4vRAHwR2wuT_H78Ksak/,"Patroba Family Bakers is Belgian market leader in prepacked fresh healthy breads and specialist in fine bake-off breads and innovative bread concepts.

Since 1993, our dynamic bakery has successfully grown out into a reliable partner:
- Specialist in baking wholegrain bread
- Continuous focus on innovation
- High quality criteria for first-rate fine breads
- Our freshness packaging guarantees extended shelf life during several weeks or months for international partners
- Strong commitment for long-term growth",Geert Gijbels,Food and Beverage Manufacturing,,13,,,,,,,,,,2025-10-22,,
archie,http://www.myarchie.co,https://www.linkedin.com/in/ACwAAC4UtTwB0wLHHSaWwxfLnXaKl_WEPg1nX8g/,"Notre mission ? Orchestrer le coming out du vinaigre de cidre français en vous proposant une vraie rupture d’usage : une matière première digne d’un grand cru santé, une démarche 100% locale, une fabrication totalement artisanale, respectant le cycle de la nature, un vinaigre de cidre pensé non pas comme un condiment mais comme un allié bien-être à boire ou à appliquer quotidiennement pour se faire du bien.",Pauline Chassaing,Food and Beverage Manufacturing,,16,,,,,,,,,,2025-10-22,,
ISR CONSTRUCTION,none.isrconstruction,https://www.linkedin.com/in/ACwAADejoFgB3wT-2wXpvE0qKbvDvXzSV4LrccA/,,Sacha Hort,Construction,,2,,,,,,,,,,2025-10-22,,
MedScribe,,https://www.linkedin.com/in/ACwAACCwUuIBP9Aif6Zh13b51K8Ey9MqZYA3THQ/,,Karunasagar Mohansundar,Hospitals and Health Care,,,,,,,,,,,,2025-10-22,,
Copaint,https://www.copaint.art/,https://www.linkedin.com/in/ACwAAEDbtMwBXQta9jDQDEb_V553tPItKpN5Ggg/,"Paint a square, a memory share!
Highlight your events with a unique activity that lasts forever.

Visit us at https://www.copaint.art",Maud Doumergue,Artists and Writers,,3,,,,,,,,,,2025-10-22,,
metagem.ai,https://www.metagem.ai,https://www.linkedin.com/in/ACwAABJ-OJEBhomYIiuYAMKWt0yOoVSQ8ZyndbI/,Metagem.ai automatically maps a unified business knowledge graph from your metadata —simplifying regulatory compliance and giving AI agents the context they need.,Seán Walsh,Data Infrastructure and Analytics,,2,,,,,,,,,,2025-10-18,,
Enjoyer,none.enjoyer,https://www.linkedin.com/in/ACwAADCqRO4B4UXgqsAk8eQ75YhRAUE06MxLH4g/,"Enjoyer est une plateforme dédiée à la centralisation et à la promotion des activités touristiques au Gabon. Que vous soyez un voyageur en quête d'aventure ou un habitant souhaitant redécouvrir les trésors de votre région, Enjoyer vous offre une expérience unique pour explorer les merveilles naturelles et culturelles du Gabon.

Avec une interface intuitive et une vision centrée sur la valorisation du tourisme local, Enjoyer connecte les amateurs d’expériences authentiques avec les organisateurs passionnés, simplifiant ainsi la planification d’activités, d’excursions et d’événements.

🌍 Notre mission : Mettre en lumière le potentiel touristique du Gabon et faciliter l'accès à des expériences inoubliables.
🤝 Notre engagement : Soutenir les acteurs locaux du tourisme et encourager un tourisme responsable et durable.",👨🏾‍💻 Bryan KOUATE DJEBIAPSI,Travel Arrangements,,2,,,,,,,,,,2025-10-22,,
Depoortere NV/SA,https://www.depoortere.be,https://www.linkedin.com/in/ACwAAAKkP20BIex5JgKobIjZAzyRdVZ0uTZC7Ec/,"Depoortere est une entreprise familiale qui fêtera son 100ème anniversaire en 2025  !

Nous sommes spécialisés dans le matériel de récolte et de teillage du lin. Riche de notre savoir-faire accumulé au fil des années, nous pouvons appliquer les dernières technologies au développement de machines pour la récolte et le teillage du lin, mais aussi des autres fibres naturelles (par exemple, le chanvre, le kenaf….).

Notre usine de Beveren-Leie (Belgique) possède un bureau d’étude expérimenté, un atelier moderne équipé de machines outils récentes et des employés ayant une connaissance approfondie dans le domaine des fibres naturelles.

Dans cette petite niche économique qu’est l’industrie du lin et des fibres naturelles, nous sommes le leader du marché et nous sommes principalement connus pour notre approche professionnelle et la qualité de nos fabrications.",Yves T.,Machinery Manufacturing,,22,,,,,,,,,,2025-10-22,,
Actemium Anjou Bleu Automation (AMU),none.actemiumanjoubleuautomation(amu),https://www.linkedin.com/in/ACwAAD-_ZsABnMN8Xjjj05aJnhQIXj4QPlj2XEw/,"Actemium Anjou Bleu Automation, filiale de VINCI Energies, vous propose des solutions innovantes, économiques, précises et fiables à fortes valeurs technologiques. 

Nos collaborateurs, véritables experts, sauront innover et vous proposer des solutions originales pour répondre à vos besoins en machines spéciales.

Toujours en concertation avec vos équipes, nous privilégions le dialogue pour être au plus près de vos souhaits et contraintes.
Nous avons appris que bien identifier le besoin est l’étape de base pour la réalisation d’une machine spéciale.

Nos bureaux d'études et nos techniciens prennent en charge la globalité de votre projet, allant de l'étude de faisabilité jusqu'à l'intégration dans vos ateliers.
",Fabrice LEPAGE,Machinery Manufacturing,,18,,,,,,,,,,2025-10-22,,
Helvetic Payroll,,https://www.linkedin.com/in/ACwAAAzLoOkBOl6z0FkfQlTh8UCApuxjt5eyWwM/,,Dr David Royer,Human Resources Services,,,,,,,,,,,,2025-10-22,,
LOUCIL,www.loucilfragrance.com,https://www.linkedin.com/in/ACwAABKYJmoBl5DxhXAINaNmvBJY78CvurNPaX8/,"Life moves fast. Too fast, sometimes. And in the middle of it all, we expect ourselves to be focused, calm, energised - just like that. But the truth is, it’s not always that easy. Often we're just disconnected and a little bit allover the place, quietly searching to bring us back.

LOUCIL stands for perfume that doesn’t just smell good, it feels good. Born at the intersection of neuroscience and scent design, it brings together elegance and purpose in one simple roll on the skin. At anytime anywhere, LOUCIL helps you shift into the mood you want to be in.
Not with force, but with finesse

Your best friend,
LOUCIL",Simon Van Cauwenberge,Personal Care Product Manufacturing,,0,,,,,,,,,,2025-10-22,,
Clinicalfarma,http://www.lovren.it,https://www.linkedin.com/in/ACwAAAV7D6EBVS-_-fEMZj8crThGIJArOgVlRog/,"Clinicalfarma è una giovane azienda specializzata nella produzione e commercializzazione di prodotti make-up e skincare made in Italy. 
I prodotti a marchio Lovrén sono distribuiti nel canale farmacia e vantano la leadership in Italia con il primo e il secondo mascara più venduti.
La forza di Lovrén è rappresentata dall'altissima rotazione.
Il concept essenziale con cui si presentano i prodotti, unito a grandi lotti di produzione, sono alla base dell'altissimo rapporto qualità/prezzo offerto.
Lovrén ha un approccio minimal e attento allo sviluppo sostenibile che porta a evitare tutti gli sprechi e i costi superflui.

",Riccardo Guarnieri,Personal Care Product Manufacturing,,34,,,,,,,,,,2025-10-22,,
NoCode Pulse,https://www.nocodepulse.io/,https://www.linkedin.com/in/ACwAAABb59QB0hWzVX2AW5_FcvmOgXGKc9_7HlE/,"NoCode Pulse is the analytics and monitoring platform designed for the new generation of builders — citizen developers, automation leads, and AI-savvy ops teams.

Our mission is to bring observability, governance, and cost control to workflows built in tools like Make, Zapier, and n8n — and to the AI services powering them.

With NoCode Pulse, teams get a unified view of:
- What runs, where, and why
- Which automations cost the most (financially and environmentally)
- Where issues happen and how to fix them

🌱 Measure CO₂ impact alongside performance metrics
📉 Optimize usage across automation and LLM tools
🧠 Track prompt-level logs and model behavior

Built for scale and security, NoCodePulse gives enterprises the governance and insight they need — without slowing down the innovation happening outside of IT.

No-code is the future of business agility. Let’s make sure it’s observable.",Xavier Agnetti,Information Services,,2,,,,,,,,,,2025-10-18,,
Ophys Insights,none.ophysinsights,https://www.linkedin.com/in/ACwAADAEZIoBOQF7poGar6h0AYYF0o7JKp_-NPo/,"Ophys — The Local Intelligence for Investors in Southeast Asia

In SEA, data is abundant — but trust is scarce.
At Ophys, we help Private Equity, Venture Capital, and Consulting firms de-risk decisions by providing conviction-grade local intelligence you won’t find in standard reports or public data rooms.

We connect you to a network of +50k vetted local experts across Vietnam and SEA — insiders who bring the nuance, speed, and cultural context required to act with confidence.

What We Deliver:
• Expert calls with operators, regulators, and market insiders
• Contextualized market due diligence 
• Regulatory & partner validation you can rely on
• Real-time, field-validated intelligence 

Why Our Clients Choose Ophys:
• Local access without the noise
• Faster deal timelines, fewer surprises
• Trusted insights — no fluff, no guesswork

Headquartered in Singapore with offices in Vietnam | Active across SEA
Trusted by 20+ top institutional investors and advisors

Insight is useful. Confidence is invaluable. Ophys gives you both.",Minh Phi DAO,Information Services,,0,,,,,,,,,,2025-10-22,,
PARTENAIR LOGISTIQUE,none.partenairlogistique,https://www.linkedin.com/in/ACwAADtp7zcB2Tc04MBq9-01ECQZikDZOtupNW0/,"PARTENAIR LOGISTIQUE is a transportation/trucking/railroad company based out of BATIMENT A 3459 A ZONE CARGO 7 15 RUE DE LA BELLE BORNE, TREMBLAY EN FRANCE, France.",Eurozex Belgian parcel services,Truck Transportation,,10,,,,,,,,,,2025-10-22,,
The Unicorn,none.theunicorn,https://www.linkedin.com/in/ACwAABbaQ9IBWN-vih1CIc7OpTRypOx3sz9GPt0/,"🚀 The Unicorn – L’émission des entrepreneurs sans filtre

The Unicorn, c’est le premier show en live où des fondateurs viennent défendre leur projet sans bullshit, sans slides, sans filet.

🎤 2 minutes de pitch cash.
⚡ 8 minutes d’échange direct avec un jury qui ne ménage personne.
🔥 Un format pensé pour révéler ce qui compte vraiment : l’authenticité, l’ambition et la clarté.

Ici, pas de jargon ni de théories à 10 ans.
En 10 minutes, les candidats doivent montrer que leur startup peut devenir la prochaine licorne.

Notre promesse :

Mettre en avant les projets qui changent la donne.

Challenger les fondateurs comme aucun autre format ne le fait.

Inspirer une nouvelle génération d’entrepreneurs à viser grand.

👉 Tu veux voir qui a vraiment l’étoffe pour bâtir un leader mondial ?
Bienvenue dans The Unicorn.",Jean Lesage Moretti,Broadcast Media Production and Distribution,,1,,,,,,,,,,2025-10-22,,
BACHI,http://www.bachi.be,https://www.linkedin.com/in/ACwAAANEztsBEhbGa92JWbUgvOoY7APHjPE6Hwk/,"BACHI’s mission is to stimulate the creation of a favourable social and political environment for selfcare, where the patient-consumer occupies a central position.
BACHI strives to ensure that the socio-economic role of OTC drugs and healthcare products is recognized, taking into account the interest of public health, pharmacists and member firms of the association.
BACHI is the Belgian association representing companies of the OTC industry
",maurienne will,Pharmaceutical Manufacturing,,11,,,,,,,,,,2025-10-22,,
AIGLON PHARMA COSMETO,https://www.aiglon.eu/,https://www.linkedin.com/in/ACwAAAApU0wB7jBQ4ZrovLQITl9i-lau8yjcm0Y/,"The Aiglon Group is the only French specialist for the manufacturing of petroleum jellies, gels, white oils, waxes and technical products. Made in France!

Its high professional skill and constant research for innovation has earned world renown. Its quality standards are situated above the requirements of the main market standards. Aiglon’s products conform to the French Codex Pharmacopeia – much more stringent than other pharmacopeias.

The permanent investment efforts and the highly qualified research team make Aiglon a leading company in its sector, resolutely turned towards the future. 

Aiglon is GMP and IOS 9001:2015 certified. The European GMP Part II is the most binding standard.

To meet new consumers’ demand for more naturality and preservation of the environment, Aiglon has created mineral oil free petroleum jellies, biodegradable petroleum jellies and bio-sourced gels.

Aiglon Group is made up of three companies: Aiglon and Synteal for mainly pharmaceutical and cosmetic petroleum jellies, oils and gels, Civetea for industrial waxes.",Grégoire Huet,Pharmaceutical Manufacturing,,,,,,,,,,,,2025-10-22,,
CAD - Collecteur Analyseur de Données,,https://www.linkedin.com/in/ACwAABAaPewBvkyeA_M8cBIbs1FGswmipamKt60/,,François Palsky,Public Health,,,,,,,,,,,,2025-10-22,,
LOOMA,none.looma,https://www.linkedin.com/in/ACwAACmFhKYBufm9uh7Nf9v_Bmrq-yDn-jjYLYQ/,Coffee shop & coworking space. Just for girls.,Margaux BOUBEKEUR,Consumer Services,,0,,,,,,,,,,2025-10-22,,
